Original	LSTM_Sensitivity	BinaryS1ensitivity
57	a swashbuckling tale of love , betrayal , revenge and above all , faith .  </s> 	1.78714906552941	1.63491532518057
58	a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness .  </s> 	1.29083372237613	2.32731947656957
59	a tender , heartfelt family drama .  </s> 	0.942122102707475	1.37373526308185
60	at its best , queen is campy fun like the vincent price horror classics of the '60s .  </s> 	1.82870320864327	1.85827203509775
61	at its worst , it implodes in a series of very bad special effects .  </s> 	0.885366287301872	0.953284770468858
62	at least one scene is so disgusting that viewers may be hard pressed to retain their lunch .  </s> 	1.60934125734074	1.44260626759656
63	attempts by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience .  </s> 	1.58084221637652	0.960904814178345
64	at the very least , if you do n't know anything about derrida when you walk into the theater , you wo n't know much more when you leave .  </s> 	1.86700460603535	3.14043550288094
65	at times , the suspense is palpable , but by the end there 's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential .  </s> 	1.91194022372543	2.00494398913043
66	audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie .  </s> 	1.60262850521097	1.35469315331397
67	a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction .  </s> 	2.12130924230437	1.5483849977797
68	a very well-made , funny and entertaining picture .  </s> 	1.26918511355092	0.927487727357286
69	a warm but realistic meditation on friendship , family and affection .  </s> 	0.919820100121237	1.13358549409775
70	a warm , funny , engaging film .  </s> 	1.00572294298161	1.16840192977094
71	awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . '  </s> 	0.849680283366919	1.48072366273406
72	a woman 's pic directed with resonance by ilya chaiken .  </s> 	1.43117848529931	1.96219404513269
73	bad .  </s> 	0.648669782183927	0.824962358364114
74	basically a static series of semi-improvised ( and semi-coherent ) raps between the stars .  </s> 	0.866207147048739	1.59967324475637
75	blanchett 's performance confirms her power once again .  </s> 	0.866867458848496	1.65905839391151
76	bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves .  </s> 	1.79303878610647	1.45379292259751
77	brilliantly explores the conflict between following one 's heart and following the demands of tradition .  </s> 	0.741516658933886	0.970319011234729
78	broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case .  </s> 	1.95043003389505	2.45502426204934
79	/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight !  </s> 	1.59499393420146	3.22036188230855
80	but it could have been worse .  </s> 	1.28623001710529	1.25266375458118
81	by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie .  </s> 	1.57787066981337	2.18280147557738
82	byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama .  </s> 	1.11894830668872	1.32154827435009
83	characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs .  </s> 	1.76587422287538	2.3981408804644
84	chilling , well-acted , and finely directed : david jacobson 's dahmer .  </s> 	0.872488648002104	1.24094578224955
85	chokes on its own depiction of upper-crust decorum .  </s> 	2.39170013908366	0.997943229712406
86	combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video .  </s> 	1.8524449835079	2.60323270542824
87	comes ... uncomfortably close to coasting in the treads of the bicycle thief .  </s> 	2.0345571168386	2.16871217088224
88	complete lack of originality , cleverness or even visible effort  </s> 	0.740200109518289	0.968441104578766
89	confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it .  </s> 	0.996511679644875	1.8637002126907
90	corny , schmaltzy and predictable , but still manages to be kind of heartwarming , nonetheless .  </s> 	1.74247694359196	1.92160655235585
91	dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years .  </s> 	1.45066572108312	1.00566510036649
92	delivers the same old same old , tarted up with latin flava and turned out by hollywood playas .  </s> 	1.79902533403079	2.93595668250749
93	` de niro ... is a veritable source of sincere passion that this hollywood contrivance orbits around . '  </s> 	2.60688063689138	3.35446621789197
94	dense with characters and contains some thrilling moments .  </s> 	1.74930524994172	1.26847268596029
95	... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns .  </s> 	1.0358241952326	1.20505213961942
96	despite its title , punch-drunk love is never heavy-handed .  </s> 	1.61599253854571	1.67244984266107
97	despite the 2-d animation , the wild thornberrys movie makes for a surprisingly cinematic experience .  </s> 	1.52399435838487	1.5409313487208
98	determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult .  </s> 	1.05061369735607	2.44873087509416
99	directed in a paint-by-numbers manner .  </s> 	1.39788792930914	1.58363130680224
100	director andrew niccol ... demonstrates a wry understanding of the quirks of fame .  </s> 	1.68650019243288	1.55787612968236
101	displaying about equal amounts of naiveté , passion and talent , beneath clouds establishes sen as a filmmaker of considerable potential .  </s> 	0.953511045738409	1.3073963485878
102	( d ) oes n't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful .  </s> 	2.15630337733198	4.8032649865739
103	does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence .  </s> 	1.19459635448806	2.10939624620298
104	does paint some memorable images ... , but makhmalbaf keeps her distance from the characters  </s> 	1.22535494140235	2.48663464837738
105	` easily my choice for one of the year 's best films . '  </s> 	1.94591895346256	2.46697592775844
106	entertains by providing good , lively company .  </s> 	1.76681221313779	1.2141673866585
107	escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie .  </s> 	1.73338838192136	1.86577883983004
108	even horror fans will most likely not find what they 're seeking with trouble every day ; the movie lacks both thrills and humor .  </s> 	1.85597834906383	1.71235387209648
109	every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable .  </s> 	1.74871419741871	3.08534237554277
110	exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling .  </s> 	0.927553132426978	0.993910714757311
111	falls neatly into the category of good stupid fun .  </s> 	1.28594883252906	2.56228454703951
112	far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series .  </s> 	0.796467456786808	1.94664774205873
113	feels haphazard , as if the writers mistakenly thought they could achieve an air of frantic spontaneity by simply tossing in lots of characters doing silly stuff and stirring the pot .  </s> 	0.953086526978016	1.33166256885801
114	feels too formulaic and too familiar to produce the transgressive thrills of early underground work .  </s> 	1.24913171197001	1.40303573878491
115	for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam .  </s> 	2.50995035982831	3.2042606697776
116	forced , familiar and thoroughly condescending .  </s> 	1.2511792024413	2.12502515354459
117	for movie lovers as well as opera lovers , tosca is a real treat .  </s> 	1.0896488650557	1.51427708218827
118	for starters , the story is just too slim .  </s> 	1.50295804288993	1.78919495871147
119	for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama .  </s> 	1.81550977699568	1.30727424801051
120	for the most part , it 's a work of incendiary genius , steering clear of knee-jerk reactions and quick solutions .  </s> 	2.79881062210602	2.08450697161863
121	for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal .  </s> 	1.4016015737418	2.47448927767766
122	fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away .  </s> 	1.83948189199247	2.14201326624721
123	fun , flip and terribly hip bit of cinematic entertainment .  </s> 	1.32913905658766	1.11981329212991
124	good old-fashioned slash-and-hack is back !  </s> 	0.905028348941931	1.62905141477231
125	green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project .  </s> 	1.52029847642507	1.35883732272774
126	hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people .  </s> 	1.23297355364901	2.14385472755631
127	has a lot of the virtues of eastwood at his best .  </s> 	1.40526927121418	1.81109759108577
128	having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets terrific performances from them all .  </s> 	1.27379632211586	1.69445832718317
129	hilariously inept and ridiculous .  </s> 	1.42916623059181	1.30714363156275
130	his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level .  </s> 	1.4084290702971	2.16169126994845
131	his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it .  </s> 	1.9139792146726	1.91308443139692
132	hit and miss as far as the comedy goes and a big ole ' miss in the way of story .  </s> 	2.08154178947657	1.37953637008731
133	holden caulfield did it better .  </s> 	1.00886567178184	2.7762564810182
134	holm ... embodies the character with an effortlessly regal charisma .  </s> 	1.18414775979925	1.36982633643743
135	however it may please those who love movies that blare with pop songs , young science fiction fans will stomp away in disgust .  </s> 	2.13947097462069	1.62305887814577
136	huston nails both the glad-handing and the choking sense of hollow despair .  </s> 	1.53139813714898	1.68494672797064
137	i 'd have to say the star and director are the big problems here .  </s> 	1.74311987599899	2.12922759475258
138	i do n't mind having my heartstrings pulled , but do n't treat me like a fool .  </s> 	1.78774623428346	4.38193175851725
139	if director michael dowse only superficially understands his characters , he does n't hold them in contempt .  </s> 	1.83019087158005	4.21226181038313
140	if steven soderbergh 's ` solaris ' is a failure it is a glorious failure .  </s> 	1.43651951397074	1.37762879870948
141	if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world .  </s> 	1.06779059702443	1.57588015711964
142	if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday .  </s> 	1.63288515195361	2.7467287973134
143	if you can stomach the rough content , it 's worth checking out for the performances alone .  </s> 	1.66849110634057	2.20972760621826
144	if you dig on david mamet 's mind tricks ... rent this movie and enjoy !  </s> 	1.5486349008557	1.44068695052116
145	if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you .  </s> 	0.91449854622707	2.60891281528343
146	if you 're hard up for raunchy college humor , this is your ticket right here .  </s> 	1.96337523866132	2.29266211490154
147	i had to look away - this was god awful .  </s> 	1.75463638840976	1.50207649241794
148	i 'll bet the video game is a lot more fun than the film .  </s> 	2.16243665450801	3.38398849221401
149	i 'm just too bored to care .  </s> 	1.30661683254089	1.21155686844323
150	in an effort , i suspect , not to offend by appearing either too serious or too lighthearted , it offends by just being wishy-washy .  </s> 	1.72249537866232	1.57571317272501
151	in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey .  </s> 	1.30901698466752	0.992571233452864
152	in execution , this clever idea is far less funny than the original , killers from space .  </s> 	2.54798609657947	2.34311943491395
153	in its best moments , resembles a bad high school production of grease , without benefit of song .  </s> 	1.91637606037608	1.15787937216448
154	inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the tension that keeps you in your seat .  </s> 	1.06408049650504	3.05053018685336
155	instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed slice of life .  </s> 	2.37374227863775	1.50406943765726
156	instead of hiding pinocchio from critics , miramax should have hidden it from everyone .  </s> 	0.7840489211151	1.66452778509149
157	in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest .  </s> 	2.129699088677	1.81826646907782
158	i sympathize with the plight of these families , but the movie does n't do a very good job conveying the issue at hand .  </s> 	1.87569583306015	1.79423844125356
159	it all adds up to good fun .  </s> 	0.892389537083503	1.39482501714698
160	it all drags on so interminably it 's like watching a miserable relationship unfold in real time .  </s> 	1.04293900763369	1.11002155231113
161	it all feels like a monty python sketch gone horribly wrong .  </s> 	1.07053934217831	1.37816044145353
162	it appears that something has been lost in the translation to the screen .  </s> 	0.808793357670198	1.47635434203561
163	it ca n't decide if it wants to be a mystery/thriller , a romance or a comedy .  </s> 	1.79316164596465	1.3772941838439
164	it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .  </s> 	1.47689481990163	2.83296937089446
165	it does n't believe in itself , it has no sense of humor ... it 's just plain bored .  </s> 	1.21749185147014	1.0339316639578
166	it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes .  </s> 	1.04519593815901	0.995920181710167
167	it has charm to spare , and unlike many romantic comedies , it does not alienate either gender in the audience .  </s> 	1.37257143713244	1.06000764609822
168	it haunts you , you ca n't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it .  </s> 	1.64682416876667	1.24649333596174
169	it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters .  </s> 	0.861602895239557	1.1707382020615
170	it just may inspire a few younger moviegoers to read stevenson 's book , which is a treasure in and of itself .  </s> 	2.33907361560387	2.32584600621344
171	it made me want to wrench my eyes out of my head and toss them at the screen .  </s> 	2.57921301780053	1.35452064266403
172	it moves quickly , adroitly , and without fuss ; it does n't give you time to reflect on the inanity -- and the cold war datedness -- of its premise .  </s> 	2.089257434368	2.00013241982354
173	it offers little beyond the momentary joys of pretty and weightless intellectual entertainment .  </s> 	1.2214294745457	1.27659146128548
174	it proves quite compelling as an intense , brooding character study .  </s> 	1.73928853378054	1.40311178021744
175	it provides an honest look at a community striving to anchor itself in new grounds .  </s> 	1.09626865253965	1.21912319595323
176	it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot .  </s> 	0.884636080489358	1.41124792988033
177	it 's a bad thing when a movie has about as much substance as its end credits blooper reel .  </s> 	1.26267400193574	1.31009085229361
178	it 's a charming and often affecting journey .  </s> 	1.12130801251505	1.30001178383296
179	it 's a cookie-cutter movie , a cut-and-paste job .  </s> 	1.81300193375598	1.70790095131141
180	it 's a grab bag of genres that do n't add up to a whole lot of sense .  </s> 	1.53110845057586	2.76158503870534
181	it 's also , clearly , great fun .  </s> 	1.32747720087348	1.70732395256199
182	it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part .  </s> 	1.16984636534679	1.28584128623939
183	it 's another stale , kill-by-numbers flick , complete with blade-thin characters and terrible , pun-laden dialogue .  </s> 	1.13212192424418	1.26659241156889
184	it 's a remarkably solid and subtly satirical tour de force .  </s> 	0.852428820143175	1.64446544159098
185	it 's a scattershot affair , but when it hits its mark it 's brilliant .  </s> 	2.78785246553501	1.59698445192453
186	it 's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman .  </s> 	3.10204658326149	1.82373497192199
187	it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role .  </s> 	2.74509655731211	4.51120527602754
188	it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel .  </s> 	1.38674405539121	4.31626195615467
189	it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so  </s> 	2.19594349891097	3.2800099390525
190	it 's great escapist fun that recreates a place and time that will never happen again .  </s> 	1.22808263040121	1.56547443352207
191	it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth .  </s> 	1.51743810939876	1.41762369501266
192	it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that .  </s> 	2.43626406666001	4.59288602652176
193	it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface .  </s> 	1.45132656384595	1.43765372656028
194	it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) .  </s> 	0.833622226186319	1.32228700813898
195	it 's like watching a nightmare made flesh .  </s> 	1.34468216646195	2.5247150297413
196	it 's not that kung pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation .  </s> 	1.1878631314026	1.76573978083717
197	it 's not the ultimate depression-era gangster movie .  </s> 	2.21193728998753	2.27432898950145
198	it 's of the quality of a lesser harrison ford movie - six days , seven nights , maybe , or that dreadful sabrina remake .  </s> 	1.82581199688047	2.19641650977583
199	it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them .  </s> 	1.24464651954725	1.75721009386763
200	it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible .  </s> 	2.13355855689633	2.27204650080902
201	it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions .  </s> 	2.56556573677345	1.51895610217032
202	it 's played in the most straight-faced fashion , with little humor to lighten things up .  </s> 	1.97175492604547	3.71312673298651
203	it 's refreshing to see a girl-power movie that does n't feel it has to prove anything .  </s> 	1.36367881526609	1.37624135385839
204	it 's slow -- very , very slow .  </s> 	1.51924265188774	1.77208149469113
205	it 's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation .  </s> 	3.0035672195243	1.46072064545923
206	its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ?  </s> 	1.30565306454955	1.33045875432228
207	it 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' fun .  </s> 	1.72395789607932	1.4689409449636
208	it 's worth seeing just on the basis of the wisdom , and at times , the startling optimism , of the children .  </s> 	0.953869327173191	1.24033677027823
209	it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .  </s> 	1.36516092064168	1.61198795217113
210	it takes talent to make a lifeless movie about the most heinous man who ever lived .  </s> 	1.87482159884971	1.39932300340394
211	jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters  </s> 	2.02467593006091	4.20660736703284
212	jason x is positively anti-darwinian : nine sequels and 400 years later , the teens are none the wiser and jason still kills on auto-pilot .  </s> 	1.97648465428441	2.98116557463863
213	just one bad idea after another .  </s> 	0.844597822119652	1.41842074033133
214	k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension .  </s> 	1.90289966423303	1.77873190407423
215	( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place .  </s> 	1.24691194540575	3.87199831858909
216	leigh 's film is full of memorable performances from top to bottom .  </s> 	1.04916320970364	2.35020526752571
217	like leon , it 's frustrating and still oddly likable .  </s> 	1.87192061203294	2.56635379519709
218	liotta put on 30 pounds for the role , and has completely transformed himself from his smooth , goodfellas image .  </s> 	2.13199612152401	2.78903688037032
219	looks and feels like a project better suited for the small screen .  </s> 	1.24401706538559	2.35058885778165
220	macdowell , whose wifty southern charm has anchored lighter affairs ... brings an absolutely riveting conviction to her role .  </s> 	0.802171773916176	1.79152107611406
221	manages to be both repulsively sadistic and mundane .  </s> 	1.95253289688319	2.00392296901909
222	manages to be sweet and wickedly satisfying at the same time .  </s> 	1.19016730822367	1.17807692069481
223	manages to transcend the sex , drugs and show-tunes plot into something far richer .  </s> 	1.13302229427947	1.20009400237659
224	martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid .  </s> 	0.938405208760954	1.30071138771892
225	mattei is tiresomely grave and long-winded , as if circularity itself indicated profundity .  </s> 	1.26022789795606	1.59331314886995
226	maud and roland 's search for an unknowable past makes for a haunting literary detective story , but labute pulls off a neater trick in possession : he makes language sexy .  </s> 	1.86126014230014	1.80138891665212
227	may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen .  </s> 	1.31442798638427	2.03181683624819
228	minority report is exactly what the title indicates , a report .  </s> 	1.57300929983097	3.73450624770356
229	montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters .  </s> 	1.76870414637557	1.08202011709664
230	moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not .  </s> 	1.84162062598253	1.11068797933842
231	more whiny downer than corruscating commentary .  </s> 	0.71159810434742	1.26908425670914
232	morton uses her face and her body language to bring us morvern 's soul , even though the character is almost completely deadpan .  </s> 	0.870538234963969	2.1182972665758
233	mr. tsai is a very original artist in his medium , and what time is it there ?  </s> 	1.38462452244446	2.90552360173196
234	my reaction in a word : disappointment .  </s> 	1.37256065245134	1.40703957217109
235	my thoughts were focused on the characters .  </s> 	1.6761467711321	3.0503047739743
236	( næs ) directed the stage version of elling , and gets fine performances from his two leads who originated the characters on stage .  </s> 	1.82396704592819	1.8602565111067
237	neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula .  </s> 	0.763355800862934	1.38830678293353
238	nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy .  </s> 	1.63308385967499	3.00545097717112
239	no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise .  </s> 	1.37910449222222	1.68420987532114
240	no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand .  </s> 	0.986960037420997	1.2328273290302
241	not exactly the bees knees  </s> 	1.09444673987424	1.17609741505746
242	nothing is sacred in this gut-buster .  </s> 	1.34530274616137	2.22857658751719
243	nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of fun .  </s> 	1.79519896965537	2.68951805198101
244	not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the smarter , savvier spoofs to come along in some time .  </s> 	1.27298942154793	1.25559404634948
245	not only unfunny , but downright repellent .  </s> 	1.06982850290595	1.03658577836847
246	not since freddy got fingered has a major release been so painful to sit through .  </s> 	0.902194010292299	1.80499053252333
247	not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur .  </s> 	1.48841345393241	1.39667608354803
248	no way i can believe this load of junk .  </s> 	1.02362972531913	1.25519818632048
249	of course , by more objective measurements it 's still quite bad .  </s> 	1.7983827441769	2.62637242716596
250	old-form moviemaking at its best .  </s> 	1.32490439350891	1.71429665567321
