Original	LSTM_Sensitivity	BinaryS1ensitivity
44	What is the value of [math]\displaystyle\int_{0}<unk>{\infty} \dfrac{x}{x<unk>2+a<unk>2}\,dx [/math]?@ What is the value of [math]\displaystyle\int_{-1}<unk>1 \frac{\sqrt{1-x<unk>2}}{a-x} \, dx[/math] where [math]a > 1[/math]? 	0.441731293781911	0.334008527359084
45	What people who you've never met have influenced your life the most?@ Who are people you have never met who have had the greatest influence on your life? 	1.20113190256529	2.97813362121823
46	What's the best way to increase agricultural productivity?@ I own an innovative advertising & marketing company operating for over 1 year & I am looking for an investor or financier partner to help expand fast? 	0.359153673853438	0.273304633376805
47	What's the easiest way to make money online from India?@ What is the best way to make money in india? 	1.57060951215466	2.27197193309
48	What was the deadliest battle in history?@ What was the bloodiest battle in history? 	0.919482269200827	3.48623295352458
49	What will happen if Donald Trump became the president of America?@ What will happen now that President-elect Donald Trump has won the election? 	1.82523505638061	4.54648538258359
50	Where can I buy special flavor cupcake at Gold Coast?@ Where can I found different flavours for cupcakes at Gold Coast? 	2.22721922543431	5.18588514368722
51	Which is the best gaming laptop under 40k?@ Which is the best gaming laptop under 40,000 rs? 	1.50229378490842	2.99468523296262
52	Which sector (i.e. primary, secondary, tertiary) contributes the most to the GDP of India?@ Why? What is my contribution to the GDP? 	0.62559966648659	0.336940952692555
53	Which website is good for downloading Android (.apk) files?@ Android Application Development: Which software is used to develop APK files? 	0.686507788777754	1.5202837505301
54	"Who is the Adam the lyrics to Blink-182's ""Adam's Song"" are written about?@ "? "Which Blink-182 band member wrote the lyrics to ""Adam's Song""?"? 	1.10781349196873	4.44553117112966
55	Why are African-Americans so beautiful?@ Why are hispanics so beautiful? 	0.718357353486857	1.13687777524637
56	Why are people so obsessed with having a girlfriend/boyfriend?@ How can a single male have a child? 	1.49714875927197	0.346707151798511
57	Why does a rainbow lorikeet make a good pet?@ Can lorikeets be good pets? What are some ways to take good care of them? 	1.15568157060321	2.19153567931112
58	Why is my life getting so complicated?@ Why is my life so complicated? 	0.900990682961409	4.04381790976156
59	Why MS Dhoni leave captaincy of ODI & T-20?@ Why does M.S Dhoni left captaincy for ODI and T20? 	2.71854257583991	3.04882916874429
60	Why should I crack Jee?@ Is it possible to get into IIMs with low marks in graduation and 12th? 	0.888534159367147	0.755396360133975
61	Why Tamil Nadu Universities are no good?@ Why are the 10th students able to score 100% in Tamil Nadu? 	0.672412496053444	0.758759126705774
62	Why was the Roman Empire so successful?@ What are some of the rarely known facts about the Roman Empire? 	1.1502982066289	0.660074588304482
63	Why we do study computer fundamental in software engineering.?@ Do we get to chose only one computer language when we are studying engineering? 	0.945051958692797	1.66671691044695
